athlete_id,athlete_name,gender,age,date_of_birth,nationality,country_name,sport,event,games_type,year,host_city,team_or_individual,medal,result_value,result_unit,total_olympics_attended,total_medals_won,gold_medals,silver_medals,bronze_medals,country_total_gold,country_total_medals,country_first_participation,country_best_rank,is_record_holder,coach_name,height_cm,weight_kg,notes
ATH-07251,Giulia Dupont,Female,15,2009-11-19,ESP,Spain,Boxing,Heavyweight,Summer,1912,Stockholm,Individual,No Medal,1.727,points,1,4,4,0,0,50,170,1900,18,No,Arthur Lydiard,173.1,89.3,-
ATH-07252,Isabelle Jackson,Female,16,2008-08-03,AUT,Austria,Tennis,Men's Singles,Summer,1908,London,Individual,Bronze,4.005,sets,1,5,0,1,4,59,196,1896,18,No,Jon Drummond,171.9,87.1,-
ATH-07253,Haile Harris,Male,19,2005-01-06,SWE,Sweden,Cycling,Sprint,Summer,1896,Athens,Individual,No Medal,7291.945,seconds,2,2,1,0,1,200,648,1896,4,Olympic Record,Glen Mills,194.2,59.9,Equipment issue
ATH-07254,Svetlana Schneider,Female,34,1990-02-06,BEL,Belgium,Boxing,Lightweight,Summer,2024,Paris,Individual,No Medal,1.419,points,3,4,4,0,0,43,158,1900,20,No,Bob Bowman,156.2,52.6,Record broken next day
ATH-07255,Halyna Yoon,Female,25,1999-08-13,AUS,Australia,Ice Hockey,Women's Ice Hockey,Winter,1924,Chamonix,Team,No Medal,11.518,goals,1,5,3,2,0,170,554,1896,4,No,Bao Chünlai,192.4,73.2,-
ATH-07256,Abebe Zhao,Male,16,2008-07-16,KOR,South Korea,Bobsled,2-man M,Winter,1956,Cortina d'Ampezzo,Team,No Medal,85.743,seconds,1,7,5,1,1,99,266,1948,5,World Record,Khristo Hristov,174.6,78.9,Weather-affected
ATH-07257,Deepika Sokolov,Female,39,1985-05-26,GER,Germany,Luge,Men's Doubles,Winter,2022,Beijing,Team,No Medal,52.922,seconds,2,5,2,3,0,275,854,1896,2,No,Jon Drummond,163.1,60.8,Weather-affected
ATH-07258,Anna Kowalski,Female,32,1992-10-05,THA,Thailand,Cycling,Team Pursuit,Summer,1996,Atlanta,Individual,No Medal,6069.869,seconds,3,8,0,1,7,13,35,1952,40,No,Valentin Lalev,177.0,67.0,Record broken next day
ATH-07259,Iryna Huseynov,Female,22,2002-11-28,RUS,Russia,Alpine Skiing,Combined W,Winter,1994,Lillehammer,Individual,No Medal,284.083,seconds,5,8,2,6,0,194,531,1994,2,No,Yury Zakharevich,180.0,62.0,Record broken next day
ATH-07260,Luca Gheorghe,Male,18,2006-12-26,SUI,Switzerland,Cycling,Keirin,Summer,1896,Athens,Individual,Gold,6146.846,seconds,3,1,1,0,0,70,203,1896,12,No,Arthur Lydiard,171.7,75.4,Final Appearance
ATH-07261,Jessica Liu,Female,39,1985-04-25,ARMinistration,Armenia,Taekwondo,-58kg M,Summer,2000,Sydney,Individual,Gold,4.927,points,2,3,1,2,0,4,18,1996,50,No,John Smith,167.4,71.8,-
ATH-07262,Gunel Shevchenko,Female,34,1990-11-25,MGL,Mongolia,Basketball,3x3 Men's,Summer,2016,Rio de Janeiro,Team,No Medal,36.55,points,4,3,2,0,1,3,21,1964,52,No,Jon Drummond,209.6,103.4,Record broken next day
ATH-07263,Jiri Liu,Male,17,2007-06-13,AUS,Australia,Tennis,Women's Doubles,Summer,1896,Athens,Individual,No Medal,4.093,sets,1,7,5,0,2,170,554,1896,4,No,Andrei Chemerkin,167.8,59.0,-
ATH-07264,Mariam Anderson,Female,16,2008-12-20,AUS,Australia,Bobsled,2-man M,Winter,1956,Cortina d'Ampezzo,Team,No Medal,233.836,seconds,4,2,1,1,0,170,554,1896,4,No,Yury Zakharevich,195.7,107.8,-
ATH-07265,Kenji Alves,Male,40,1984-10-16,IND,India,Volleyball,Women's Indoor Volleyball,Summer,2020,Tokyo,Team,No Medal,26.463,points,3,6,4,0,2,10,35,1900,48,No,Franz Stampfl,197.8,65.8,-
ATH-07266,Susan Kumar,Female,15,2009-12-12,ITA,Italy,Volleyball,Men's Beach Volleyball,Summer,2016,Rio de Janeiro,Team,Silver,18.14,points,3,1,0,1,0,247,753,1900,4,No,Bao Chünlai,177.0,70.3,Youngest competitor
ATH-07267,Radek Jackson,Male,28,1996-11-16,BLR,Belarus,Judo,Lightweight,Summer,2000,Sydney,Individual,No Medal,5.465,ippon,2,5,3,1,1,24,75,1996,33,No,Glen Mills,186.7,71.5,-
ATH-07268,Nataliya Garcia,Female,21,2003-10-10,IRI,Iran,Diving,3m Synchronized Springboard M,Summer,2008,Beijing,Individual,No Medal,345.127,points,1,5,3,2,0,19,60,1948,34,No,Li Yongbo,166.1,62.1,-
ATH-07269,Jiajun Adeyemi,Male,34,1990-07-03,UKR,Ukraine,Tennis,Men's Singles,Summer,2016,Rio de Janeiro,Individual,No Medal,5.657,sets,5,7,0,1,6,46,132,1996,22,No,Arthur Lydiard,183.6,61.4,Youngest competitor
ATH-07270,Hakki Tanaka,Male,27,1997-05-20,POR,Portugal,Curling,Mixed Doubles Curling,Winter,1956,Cortina d'Ampezzo,Team,No Medal,7.661,points,4,0,0,0,0,6,29,1912,50,No,Virgilijus Alekna,178.8,101.7,-
ATH-07271,Sergei Gupta,Male,35,1989-06-05,DEN,Denmark,Alpine Skiing,Slalom M,Winter,1936,Garmisch-Partenkirchen,Individual,No Medal,87.901,seconds,2,0,0,0,0,66,260,1896,10,No,Valentin Lalev,181.7,64.9,Technical violation
ATH-07272,Tomasz Müller,Male,30,1994-06-11,AZE,Azerbaijan,Archery,Individual M,Summer,1996,Atlanta,Individual,Bronze,294.334,points,5,8,3,4,1,7,29,1996,45,No,Gennadi Touretski,168.8,77.1,-
ATH-07273,Marian Mwangi,Male,23,2001-09-21,DEN,Denmark,Rowing,Pair M,Summer,2020,Tokyo,Individual,No Medal,452.569,seconds,5,2,2,0,0,66,260,1896,10,No,Khristo Hristov,178.0,66.2,-
ATH-07274,Agnieszka Li,Female,35,1989-05-23,JPN,Japan,Archery,Individual M,Summer,2004,Athens,Individual,No Medal,288.427,points,2,3,0,0,3,170,497,1912,3,No,Li Yongbo,164.8,91.4,Equipment issue
ATH-07275,Christine Yoon,Female,33,1991-08-28,MAS,Malaysia,Ice Hockey,Men's Ice Hockey,Winter,1964,Innsbruck,Team,No Medal,11.176,goals,3,4,3,0,1,0,12,1956,58,No,Renato Canova,194.2,90.0,-
ATH-07276,Magdalena Nikitin,Female,24,2000-06-19,IND,India,Triathlon,Mixed Relay,Summer,2008,Beijing,Individual,No Medal,4895.744,seconds,3,4,1,1,2,10,35,1900,48,No,Virgilijus Alekna,194.3,81.7,Technical violation
ATH-07277,Hyun-soo Kovalev,Male,41,1983-07-05,GER,Germany,Boxing,Bantamweight,Summer,1908,London,Individual,No Medal,1.535,points,1,6,0,4,2,275,854,1896,2,No,Percy Cerutty,164.1,73.8,-
ATH-07278,Sota Kim,Male,41,1983-10-22,IND,India,Athletics,Pole Vault,Summer,1900,Paris,Individual,No Medal,72.504,seconds,1,1,0,1,0,10,35,1900,48,No,Percy Cerutty,189.9,66.1,Personal Best
ATH-07279,Elmar Kwon,Male,20,2004-11-16,EGY,Egypt,Ice Hockey,Women's Ice Hockey,Winter,1980,Lake Placid,Team,No Medal,2.794,goals,1,0,0,0,0,8,28,1912,45,No,Arthur Lydiard,191.3,105.6,Photo-finish silver
ATH-07280,James Kipchoge,Male,29,1995-06-01,THA,Thailand,Skeleton,Men's Skeleton,Winter,1988,Calgary,Individual,No Medal,49.999,seconds,1,2,2,0,0,13,35,1952,40,No,Sandor Szabo,184.5,78.0,Comeback after injury
ATH-07281,Ashley Wiśniewski,Female,17,2007-04-03,CUB,Cuba,Curling,Men's Curling,Winter,1928,St. Moritz,Team,No Medal,3.151,points,5,7,2,2,3,82,226,1900,8,No,Anna Tarkhanova,166.3,80.1,-
ATH-07282,Mariam Singh,Female,17,2007-01-15,BEL,Belgium,Weightlifting,109kg,Summer,2012,London,Individual,No Medal,369.848,kg,3,3,0,2,1,43,158,1900,20,No,Tadashi Suzuki,190.0,128.9,Equipment issue
ATH-07283,Meseret Popov,Female,29,1995-11-12,SNG,Singapore,Short Track Speed Skating,500m W,Winter,1948,St. Moritz,Individual,No Medal,175.644,seconds,3,5,2,3,0,1,5,1948,62,No,Tadashi Suzuki,181.6,54.1,National Record
ATH-07284,Ramil Makarov,Male,17,2007-02-25,VEN,Venezuela,Cross-Country Skiing,30km W,Winter,2002,Salt Lake City,Team,No Medal,2620.319,seconds,2,2,0,1,1,2,14,1948,58,No,Khristo Hristov,181.4,55.4,-
ATH-07285,Mohammed Gonzalez,Male,21,2003-01-07,FRA,France,Athletics,400m Hurdles,Summer,2012,London,Individual,No Medal,58.2,seconds,1,7,3,3,1,248,844,1896,3,No,Virgilijus Alekna,188.6,91.8,First from country
ATH-07286,Shota Kaminski,Male,35,1989-04-10,SUI,Switzerland,Shooting,Skeet W,Summer,1912,Stockholm,Individual,No Medal,223.684,points,3,5,3,2,0,70,203,1896,12,No,Anna Tarkhanova,172.9,88.4,Weather-affected
ATH-07287,Sergei Martinez,Male,37,1987-06-04,SWE,Sweden,Volleyball,Men's Indoor Volleyball,Summer,1904,St. Louis,Team,Bronze,8.11,points,3,8,3,4,1,200,648,1896,4,No,Anna Tarkhanova,193.6,70.6,Technical violation
ATH-07288,Andrew Grigoryan,Male,31,1993-06-26,ARMinistration,Armenia,Volleyball,Women's Beach Volleyball,Summer,2000,Sydney,Team,No Medal,8.035,points,3,8,2,5,1,4,18,1996,50,No,Franz Stampfl,191.3,67.3,-
ATH-07289,Abebe Schneider,Male,28,1996-12-11,FRA,France,Short Track Speed Skating,500m W,Winter,1964,Innsbruck,Team,No Medal,198.193,seconds,3,7,4,3,0,248,844,1896,3,No,Virgilijus Alekna,185.0,78.8,Disqualified (false start)
ATH-07290,Enkhjargal Dubois,Female,21,2003-07-05,GEO,Georgia,Cycling,Road Race,Summer,2008,Beijing,Individual,No Medal,12295.331,seconds,5,8,0,1,7,7,30,1996,44,No,Hiroshi Hoketsu,192.5,76.8,Withdrew - injury
ATH-07291,Julien Hernandez,Male,41,1983-02-24,USA,United States,Ski Jumping,Large Hill Individual,Winter,1960,Squaw Valley,Individual,No Medal,117.734,metres,4,7,5,0,2,1061,2638,1896,1,No,John Smith,186.4,52.0,Olympic Debut
ATH-07292,Robert Tashkentov,Male,18,2006-03-08,PRK,North Korea,Boxing,Light Heavyweight,Summer,1996,Atlanta,Individual,No Medal,1.402,points,1,6,1,2,3,16,54,1964,35,No,Béla Károlyi,173.8,90.7,-
ATH-07293,Svetlana Oliveira,Female,36,1988-10-20,ITA,Italy,Judo,Extra-Lightweight,Summer,2020,Tokyo,Individual,No Medal,1.772,ippon,3,8,3,4,1,247,753,1900,4,No,Bao Chünlai,168.2,62.7,Final Appearance
ATH-07294,Magnus Melnyk,Male,40,1984-07-10,HKG,Hong Kong,Shooting,Trap W,Summer,2016,Rio de Janeiro,Individual,No Medal,216.629,points,5,4,2,1,1,3,9,1952,60,No,Khristo Hristov,163.0,82.2,Photo-finish silver
ATH-07295,Sandrine Wang,Female,21,2003-09-27,HUN,Hungary,Figure Skating,Men's Singles,Winter,1960,Squaw Valley,Individual,No Medal,305.891,points,1,6,2,3,1,182,536,1896,5,No,Bob Bowman,183.7,47.3,Final Appearance
ATH-07296,Gunel Njoroge,Female,19,2005-12-12,GER,Germany,Weightlifting,109kg,Summer,1908,London,Individual,No Medal,376.446,kg,3,8,7,1,0,275,854,1896,2,No,Anna Tarkhanova,170.0,97.2,Oldest medalist
ATH-07297,George Robinson,Male,18,2006-06-15,NED,Netherlands,Curling,Men's Curling,Winter,1976,Innsbruck,Team,No Medal,1.435,points,1,4,2,2,0,121,380,1900,7,No,Dan Pfaff,189.5,97.8,Olympic Debut
ATH-07298,Guram Sargsyan,Male,30,1994-02-25,GRE,Greece,Tennis,Men's Doubles,Summer,1912,Stockholm,Individual,No Medal,5.828,sets,4,3,0,0,3,34,116,1896,10,No,Lauren Lynde,199.8,77.2,-
ATH-07299,Rui Hernandez,Male,30,1994-05-26,AUS,Australia,Alpine Skiing,Giant Slalom W,Winter,1988,Calgary,Individual,No Medal,394.961,seconds,3,8,0,0,8,170,554,1896,4,No,Gennadi Touretski,165.2,76.0,Personal Best
ATH-07300,Camelia Moore,Female,17,2007-01-02,FRA,France,Ice Hockey,Men's Ice Hockey,Winter,1924,Chamonix,Team,No Medal,6.689,goals,1,1,1,0,0,248,844,1896,3,No,Wei Ping,194.0,83.3,Technical violation
ATH-07301,Guram Enkhtaivan,Male,19,2005-09-05,GBR,Great Britain,Canoe/Kayak,Canoe Slalom C-1 M,Summer,1900,Paris,Individual,Silver,266.796,seconds,3,2,1,1,0,285,896,1896,2,No,Valentin Lalev,195.9,79.4,First from country
ATH-07302,Miho Amiranashvili,Female,42,1982-03-08,FIN,Finland,Swimming,100m Freestyle,Summer,2012,London,Individual,Bronze,375.564,seconds,3,5,3,1,1,161,459,1908,3,No,Renato Canova,192.3,60.2,-
ATH-07303,Lasha Alekseyev,Male,30,1994-04-07,ITA,Italy,Archery,Team W,Summer,1900,Paris,Individual,No Medal,281.215,points,1,8,0,5,3,247,753,1900,4,No,Percy Cerutty,192.2,73.4,-
ATH-07304,Sifan Singh,Female,35,1989-02-23,FRA,France,Athletics,400m Sprint,Summer,1912,Stockholm,Individual,Silver,150.908,seconds,3,3,1,2,0,248,844,1896,3,No,John Smith,201.7,90.4,Photo-finish silver
ATH-07305,Natalya Sargsyan,Female,18,2006-12-11,RSA,South Africa,Gymnastics (Artistic),Pommel Horse,Summer,1906,Athens,Individual,No Medal,13.906,points,5,6,4,2,0,23,90,1904,30,No,Li Yongbo,173.0,56.9,-
ATH-07306,Mary Schmidt,Female,21,2003-08-04,AUT,Austria,Football (Soccer),Women's Football,Summer,1908,London,Team,No Medal,14.915,goals,2,4,3,0,1,59,196,1896,18,No,Bao Chünlai,166.2,76.6,Disqualified (false start)
ATH-07307,Christine Li,Female,23,2001-04-09,HKG,Hong Kong,Short Track Speed Skating,1500m M,Winter,1980,Lake Placid,Team,Bronze,93.718,seconds,3,9,8,0,1,3,9,1952,60,No,Vladimir Alekna,170.0,75.6,Weather-affected
ATH-07308,Camelia Dupont,Female,37,1987-09-22,KEN,Kenya,Weightlifting,96kg,Summer,2008,Beijing,Individual,No Medal,259.532,kg,3,0,0,0,0,38,109,1956,20,No,Bob Bowman,167.3,99.2,Oldest medalist
ATH-07309,Marian Rusu,Male,40,1984-08-22,GEO,Georgia,Alpine Skiing,Downhill W,Winter,2002,Salt Lake City,Individual,No Medal,397.671,seconds,5,0,0,0,0,7,30,1996,44,No,Li Yongbo,165.8,82.3,Olympic Debut
ATH-07310,Ashley Lochte,Female,23,2001-12-01,BEL,Belgium,Canoe/Kayak,Canoe Slalom C-1 W,Summer,1908,London,Individual,No Medal,443.497,seconds,2,3,2,1,0,43,158,1900,20,No,Béla Károlyi,182.7,67.4,First from country
ATH-07311,Nigar Hasanov,Female,34,1990-02-11,ROM,Romania,Basketball,3x3 Men's,Summer,2000,Sydney,Team,No Medal,5.666,points,5,8,2,1,5,89,307,1924,8,No,Dan Pfaff,177.5,71.9,Photo-finish silver
ATH-07312,Arjun Njoroge,Male,33,1991-04-19,GER,Germany,Luge,Men's Singles,Winter,1988,Calgary,Individual,No Medal,134.487,seconds,5,0,0,0,0,275,854,1896,2,No,Virgilijus Alekna,168.5,99.6,First from country
ATH-07313,Meseret Oliveira,Female,29,1995-01-14,EGY,Egypt,Cross-Country Skiing,50km M,Winter,1992,Albertville,Team,No Medal,2321.813,seconds,2,2,2,0,0,8,28,1912,45,No,Arthur Lydiard,164.2,60.8,Youngest competitor
ATH-07314,Anahit Yuldashev,Female,16,2008-07-17,ESP,Spain,Figure Skating,Men's Singles,Winter,1928,St. Moritz,Individual,No Medal,194.032,points,1,8,0,5,3,50,170,1900,18,No,Tadashi Suzuki,155.4,59.8,-
ATH-07315,Yuki Kwon,Male,32,1992-02-25,BEL,Belgium,Gymnastics (Artistic),All-Around,Summer,1900,Paris,Individual,No Medal,12.415,points,3,5,5,0,0,43,158,1900,20,No,Bob Bowman,158.4,74.3,-
ATH-07316,Dmitri Thomas,Male,30,1994-10-11,IND,India,Archery,Mixed Team,Summer,1920,Antwerp,Individual,No Medal,255.794,points,1,2,1,0,1,10,35,1900,48,No,Valentin Lalev,182.8,70.5,Youngest competitor
ATH-07317,Sofia Dinu,Female,22,2002-05-09,VEN,Venezuela,Cycling,BMX Racing,Summer,2024,Paris,Individual,No Medal,5420.034,seconds,4,4,4,0,0,2,14,1948,58,No,Franz Stampfl,172.7,74.6,Weather-affected
ATH-07318,Anthony Bekele,Male,24,2000-05-25,URS,Soviet Union,Curling,Men's Curling,Winter,1994,Lillehammer,Team,Gold,1.379,points,3,8,1,4,3,473,1122,1952,1,No,Alberto Salazar,192.1,96.5,Season Best
ATH-07319,Alexandra Adeyemi,Female,16,2008-04-26,GEO,Georgia,Swimming,200m Individual Medley,Summer,2000,Sydney,Individual,No Medal,270.166,seconds,5,8,4,0,4,7,30,1996,44,No,Dan Pfaff,181.6,70.4,Final Appearance
ATH-07320,Thomas Patel,Male,31,1993-02-11,KOR,South Korea,Freestyle Skiing,Aerials W,Winter,1988,Calgary,Individual,No Medal,59.974,points,2,8,5,0,3,99,266,1948,5,No,Li Yongbo,174.6,70.2,-
ATH-07321,Valentina Popov,Female,32,1992-03-10,CRO,Croatia,Football (Soccer),Men's Football,Summer,2008,Beijing,Team,No Medal,3.377,goals,5,4,1,3,0,12,50,1992,38,No,Virgilijus Alekna,185.4,77.2,-
ATH-07322,Aurelie Moore,Female,18,2006-03-16,NOR,Norway,Boxing,Featherweight,Summer,2012,London,Individual,Gold,3.529,points,1,3,3,0,0,148,392,1900,2,No,John Smith,173.3,70.2,Personal Best
ATH-07323,Betty Ionescu,Female,33,1991-03-12,TPE,Chinese Taipei,Basketball,Men's Basketball,Summer,1996,Atlanta,Team,Bronze,15.818,points,4,6,4,1,1,7,25,1956,45,No,Arthur Lydiard,185.9,73.5,First from country
ATH-07324,Ivan Bolt,Male,19,2005-08-03,GER,Germany,Athletics,800m Run,Summer,1896,Athens,Individual,No Medal,266.417,seconds,1,3,2,0,1,275,854,1896,2,No,Vladimir Alekna,190.6,74.9,Equipment issue
ATH-07325,David Volkov,Male,25,1999-02-27,SNG,Singapore,Speed Skating,500m W,Winter,1992,Albertville,Individual,No Medal,775.742,seconds,1,4,2,0,2,1,5,1948,62,No,Bob Bowman,175.6,92.2,-
ATH-07326,Brian Harris,Male,16,2008-11-26,BEL,Belgium,Volleyball,Men's Indoor Volleyball,Summer,1906,Athens,Team,No Medal,16.617,points,3,2,1,1,0,43,158,1900,20,No,Valentin Lalev,196.6,97.6,Season Best
ATH-07327,Aysel Gantulga,Female,38,1986-06-14,ESP,Spain,Biathlon,Relay W,Winter,1924,Chamonix,Team,No Medal,3400.356,seconds,2,2,2,0,0,50,170,1900,18,No,Bob Bowman,163.2,78.1,Equipment issue
ATH-07328,Monika Ito,Female,27,1997-07-25,SUI,Switzerland,Freestyle Skiing,Aerials W,Winter,1948,St. Moritz,Individual,No Medal,61.842,points,3,3,1,2,0,70,203,1896,12,No,Vladimir Alekna,189.6,80.0,Oldest medalist
ATH-07329,Nataliya Martin,Female,16,2008-06-28,USA,United States,Canoe/Kayak,Canoe Slalom C-1 M,Summer,2004,Athens,Individual,No Medal,391.581,seconds,5,1,1,0,0,1061,2638,1896,1,No,John Smith,167.9,65.0,-
ATH-07330,Magdalena Dupont,Female,29,1995-12-21,CRO,Croatia,Diving,3m Springboard W,Summer,2024,Paris,Individual,No Medal,573.083,points,1,5,1,4,0,12,50,1992,38,No,Andrei Chemerkin,170.2,67.3,Record broken next day
ATH-07331,Julien Tashkentov,Male,30,1994-02-17,SNG,Singapore,Speed Skating,500m M,Winter,1988,Calgary,Individual,No Medal,930.993,seconds,4,8,6,0,2,1,5,1948,62,No,Dan Pfaff,166.2,82.7,Personal Best
ATH-07332,Xia Tanaka,Female,33,1991-08-12,GEO,Georgia,Taekwondo,+80kg M,Summer,1996,Atlanta,Individual,No Medal,10.726,points,3,6,1,1,4,7,30,1996,44,No,Li Yongbo,169.6,94.2,Technical violation
ATH-07333,Usukhbayar Yuldashev,Male,17,2007-04-08,DEN,Denmark,Biathlon,Relay W,Winter,1984,Sarajevo,Team,Silver,1904.186,seconds,5,4,1,3,0,66,260,1896,10,No,Vladimir Alekna,177.0,58.6,-
ATH-07334,Katarzyna Johnson,Female,33,1991-06-09,HUN,Hungary,Rowing,Eight M,Summer,1908,London,Team,No Medal,482.919,seconds,3,1,1,0,0,182,536,1896,5,No,John Smith,195.8,104.7,Personal Best
ATH-07335,Giorgi Gheorghe,Male,38,1986-07-25,CUB,Cuba,Speed Skating,500m W,Winter,1972,Sapporo,Individual,No Medal,87.03,seconds,5,4,2,2,0,82,226,1900,8,No,Hiroshi Hoketsu,181.8,64.0,Comeback after injury
ATH-07336,Halyna Zhao,Female,28,1996-12-28,JPN,Japan,Ice Hockey,Men's Ice Hockey,Winter,1948,St. Moritz,Team,No Medal,9.104,goals,3,7,1,2,4,170,497,1912,3,No,Marcus O'Sullivan,190.8,79.6,National Record
ATH-07337,Nancy Petrosyan,Female,30,1994-10-14,EGY,Egypt,Short Track Speed Skating,Mixed Team Relay,Winter,1924,Chamonix,Team,No Medal,216.342,seconds,3,0,0,0,0,8,28,1912,45,No,Andrei Chemerkin,182.9,75.3,Photo-finish silver
ATH-07338,Gabriela Wu,Female,24,2000-07-11,PRK,North Korea,Short Track Speed Skating,1500m W,Winter,1984,Sarajevo,Team,No Medal,189.794,seconds,1,6,6,0,0,16,54,1964,35,No,Bob Bowman,159.9,79.9,Season Best
ATH-07339,Asha Davaadorj,Female,37,1987-11-13,USA,United States,Skeleton,Women's Skeleton,Winter,2002,Salt Lake City,Individual,No Medal,87.385,seconds,5,8,2,6,0,1061,2638,1896,1,No,John Smith,173.8,68.6,Youngest competitor
ATH-07340,Yohan Anderson,Male,31,1993-03-04,BEL,Belgium,Alpine Skiing,Combined M,Winter,1956,Cortina d'Ampezzo,Individual,Silver,148.248,seconds,3,6,4,2,0,43,158,1900,20,No,Arthur Lydiard,177.5,81.3,Withdrew - injury
ATH-07341,Shota Lopez,Male,21,2003-02-16,JPN,Japan,Ski Jumping,Large Hill Individual,Winter,1988,Calgary,Team,Gold,119.493,metres,1,4,1,0,3,170,497,1912,3,Olympic Record,Renato Canova,174.2,49.2,Equipment issue
ATH-07342,Katarzyna Weber,Female,28,1996-01-06,UZB,Uzbekistan,Basketball,Women's Basketball,Summer,2020,Tokyo,Team,No Medal,21.524,points,2,2,1,1,0,14,40,1996,32,No,Arthur Lydiard,202.3,83.7,-
ATH-07343,Ramil Silva,Male,37,1987-06-11,MAS,Malaysia,Athletics,4x100m Relay,Summer,2024,Paris,Individual,No Medal,102.317,seconds,5,7,4,3,0,0,12,1956,58,No,Andrei Socaci,197.0,67.6,Final Appearance
ATH-07344,Mihai Aliyev,Male,18,2006-11-10,BEL,Belgium,Wrestling,Greco-Roman 60kg,Summer,1920,Antwerp,Individual,No Medal,5.925,points,1,8,1,0,7,43,158,1900,20,No,Dan Pfaff,173.1,116.4,-
ATH-07345,Rahul Melnyk,Male,24,2000-04-21,IND,India,Skeleton,Women's Skeleton,Winter,1956,Cortina d'Ampezzo,Individual,No Medal,129.372,seconds,2,5,0,1,4,10,35,1900,48,No,Franz Stampfl,174.1,78.2,Oldest medalist
ATH-07346,Giulia Rossi,Female,20,2004-02-28,MAS,Malaysia,Diving,10m Platform W,Summer,2008,Beijing,Individual,No Medal,337.268,points,1,7,1,3,3,0,12,1956,58,No,Anna Tarkhanova,158.2,76.9,First from country
ATH-07347,Monika Müller,Female,38,1986-10-02,GBR,Great Britain,Figure Skating,Men's Singles,Winter,2010,Vancouver,Individual,No Medal,189.348,points,5,7,0,6,1,285,896,1896,2,Olympic Record,Anna Tarkhanova,171.9,66.2,Withdrew - injury
ATH-07348,Luis Kuznetsov,Male,34,1990-05-17,VEN,Venezuela,Bobsled,4-man M,Winter,1964,Innsbruck,Team,No Medal,171.026,seconds,4,6,6,0,0,2,14,1948,58,No,Valentin Lalev,186.9,112.2,Equipment issue
ATH-07349,Miho Shah,Female,35,1989-05-07,NOR,Norway,Rowing,Pair W,Summer,2000,Sydney,Team,No Medal,366.972,seconds,5,8,7,0,1,148,392,1900,2,No,Khristo Hristov,197.3,89.0,Final Appearance
ATH-07350,Sota Thomas,Male,26,1998-06-03,HUN,Hungary,Curling,Women's Curling,Winter,1936,Garmisch-Partenkirchen,Team,Bronze,3.767,points,4,3,2,0,1,182,536,1896,5,No,Marcus O'Sullivan,185.7,65.7,Disqualified (false start)
ATH-07351,Hassan Ferrari,Male,36,1988-09-16,PAK,Pakistan,Cross-Country Skiing,Skiathlon M,Winter,1956,Cortina d'Ampezzo,Team,No Medal,6899.559,seconds,3,3,2,1,0,10,22,1948,45,No,Franz Stampfl,169.4,72.6,Season Best
ATH-07352,Darya Ito,Female,32,1992-09-26,BRA,Brazil,Freestyle Skiing,Aerials M,Winter,1924,Chamonix,Individual,No Medal,60.611,points,3,2,0,1,1,37,152,1920,20,No,Andrei Chemerkin,164.2,71.1,Record broken next day
ATH-07353,Lilit Navruzov,Female,25,1999-10-04,CHN,China,Ski Jumping,Normal Hill Team,Winter,2006,Turin,Individual,No Medal,118.364,metres,4,8,5,1,2,263,636,1932,1,No,Arthur Lydiard,163.8,56.4,Technical violation
ATH-07354,William Ferrari,Male,29,1995-06-17,ESP,Spain,Figure Skating,Women's Singles,Winter,1924,Chamonix,Individual,No Medal,234.359,points,4,0,0,0,0,50,170,1900,18,No,Valentin Lalev,178.9,62.0,-
ATH-07355,Usain Gebrselassie,Male,26,1998-12-22,DEN,Denmark,Ice Hockey,Women's Ice Hockey,Winter,1928,St. Moritz,Team,Silver,3.039,goals,5,8,7,1,0,66,260,1896,10,No,Vladimir Alekna,176.2,88.2,-
ATH-07356,Zurab Gonzalez,Male,15,2009-05-05,CAN,Canada,Basketball,3x3 Men's,Summer,2016,Rio de Janeiro,Team,No Medal,7.789,points,5,2,2,0,0,118,381,1900,6,No,Khristo Hristov,205.6,111.3,-
ATH-07357,Miho Makarov,Female,40,1984-04-10,FIN,Finland,Fencing,Foil Team W,Summer,1908,London,Team,No Medal,12.749,touches,3,6,2,4,0,161,459,1908,3,No,Alberto Salazar,194.5,93.9,Equipment issue
ATH-07358,Sandra Babayev,Female,42,1982-03-14,GRE,Greece,Athletics,High Jump,Summer,1896,Athens,Individual,No Medal,40.514,seconds,1,6,4,2,0,34,116,1896,10,No,Andrei Socaci,198.4,75.2,Record broken next day
ATH-07359,Alina Gonzalez,Female,35,1989-01-09,IND,India,Curling,Men's Curling,Winter,1968,Grenoble,Team,Silver,4.47,points,2,3,1,1,1,10,35,1900,48,No,Arthur Lydiard,170.8,72.9,Disqualified (false start)
ATH-07360,Alexandra Kumar,Female,22,2002-12-12,GER,Germany,Tennis,Men's Doubles,Summer,2008,Beijing,Individual,No Medal,1.051,sets,1,0,0,0,0,275,854,1896,2,No,Percy Cerutty,187.9,78.6,First from country
ATH-07361,Oksana Kumar,Female,29,1995-11-14,COL,Colombia,Luge,Men's Doubles,Winter,2002,Salt Lake City,Individual,No Medal,105.444,seconds,3,1,0,0,1,8,24,1932,48,No,Jon Drummond,166.7,95.4,-
ATH-07362,Luis Mirzayev,Male,23,2001-06-25,KOR,South Korea,Basketball,3x3 Men's,Summer,2004,Athens,Team,Gold,10.474,points,5,4,1,0,3,99,266,1948,5,No,Bao Chünlai,182.9,99.3,Record broken next day
